"44"	"لُبْنان"	"لبنان"	"noun_prop"	"1752277"	"َ"
"52"	"عِراق"	"عراق"	"noun_prop"	"1574259"	"َ"
"80"	"اللَّه"	"الله"	"noun_prop"	"1068319"	"َ"
"120"	"مُحَمَّد"	"محمد"	"noun_prop"	"856139"	"َ"
"149"	"عَبْد"	"عبد"	"noun_prop"	"749790"	"َ"
"168"	"مِصْر"	"مصر"	"noun_prop"	"678647"	"َ"
"190"	"سُورِيا"	"سوريا"	"noun_prop"	"617092"	"َ"
"213"	"بْن"	"بن"	"noun_prop"	"556093"	"َ"
"220"	"صِين"	"صين"	"noun_prop"	"546120"	"َ"
"226"	"غَزَّة"	"غزة"	"noun_prop"	"531519"	"َ"
"252"	"واشِنْطُون"	"واشنطون"	"noun_prop"	"482710"	"َ"
"264"	"بَيْرُوت"	"بيروت"	"noun_prop"	"468565"	"َ"
"268"	"بَغْداد"	"بغداد"	"noun_prop"	"463018"	"َ"
"279"	"إِسْرائِيل"	"إسرائيل"	"noun_prop"	"450916"	"َ"
"302"	"بُوش"	"بوش"	"noun_prop"	"421966"	"َ"
"313"	"فَرَنْسا"	"فرنسا"	"noun_prop"	"412935"	"َ"
"355"	"أَحْمَد"	"أحمد"	"noun_prop"	"384769"	"َ"
"369"	"حَماس"	"حماس"	"noun_prop"	"375645"	"َ"
"394"	"حُسَيْن"	"حسين"	"noun_prop"	"351783"	"َ"
"425"	"رُوسِيا"	"روسيا"	"noun_prop"	"328917"	"َ"
"428"	"قاهِرَة"	"قاهرة"	"noun_prop"	"324573"	"َ"
"429"	"قُدْس"	"قدس"	"noun_prop"	"324570"	"َ"
"491"	"عَرَفات"	"عرفات"	"noun_prop"	"290041"	"َ"
"516"	"جُورْج"	"جورج"	"noun_prop"	"278012"	"َ"
"528"	"حَسَن"	"حسن"	"noun_prop"	"272577"	"َ"
"532"	"تُرْكِيا"	"تركيا"	"noun_prop"	"271277"	"َ"
"536"	"كُوَيْت"	"كويت"	"noun_prop"	"269844"	"َ"
"544"	"حَرِيرِيّ"	"حريري"	"noun_prop"	"267836"	"َ"
"563"	"حِزْب"	"حزب"	"noun_prop"	"259371"	"َ"
"568"	"سُودان"	"سودان"	"noun_prop"	"257403"	"َ"
"570"	"ضِفَّة"	"ضفة"	"noun_prop"	"256317"	"َ"
"598"	"أَبُو"	"أبو"	"noun_prop"	"247665"	"َ"
"599"	"فِلَسْطِين"	"فلسطين"	"noun_prop"	"247450"	"َ"
"605"	"دِمَشْق"	"دمشق"	"noun_prop"	"244946"	"َ"
"618"	"بارِيس"	"باريس"	"noun_prop"	"241486"	"َ"
"650"	"مَحْمُود"	"محمود"	"noun_prop"	"227503"	"َ"
"656"	"برِيطانِيا"	"بريطانيا"	"noun_prop"	"225697"	"َ"
"661"	"إِيران"	"إيران"	"noun_prop"	"223548"	"َ"
"668"	"برِس"	"برس"	"noun_prop"	"219460"	"َ"
"674"	"صَدّام"	"صدام"	"noun_prop"	"217958"	"َ"
"675"	"فرانْس"	"فرانس"	"noun_prop"	"217393"	"َ"
"692"	"لَنْدَن"	"لندن"	"noun_prop"	"212766"	"َ"
"698"	"شارُون"	"شارون"	"noun_prop"	"211078"	"َ"
"701"	"جَزائِر"	"جزائر"	"noun_prop"	"210247"	"َ"
"702"	"سِبْتَمْبَر"	"سبتمبر"	"noun_prop"	"210204"	"َ"
"728"	"باكِسْتان"	"باكستان"	"noun_prop"	"204890"	"َ"
"757"	"أَمْرِيكا"	"أمريكا"	"noun_prop"	"195215"	"َ"
"767"	"عَبّاس"	"عباس"	"noun_prop"	"194200"	"َ"
"771"	"تُونِس"	"تونس"	"noun_prop"	"193556"	"َ"
"789"	"طالِبان"	"طالبان"	"noun_prop"	"188870"	"َ"
"794"	"طَهْران"	"طهران"	"noun_prop"	"187669"	"َ"
"796"	"مَغْرِب"	"مغرب"	"noun_prop"	"187341"	"َ"
"809"	"مُبارَك"	"مبارك"	"noun_prop"	"184191"	"َ"
"810"	"كُورِيا"	"كوريا"	"noun_prop"	"184011"	"َ"
"817"	"خَلِيج"	"خليج"	"noun_prop"	"183600"	"َ"
"818"	"نِيُويُورْك"	"نيويورك"	"noun_prop"	"183343"	"َ"
"821"	"دِين"	"دين"	"noun_prop"	"182895"	"َ"
"832"	"مَنْصُور"	"منصور"	"noun_prop"	"180164"	"َ"
"853"	"يُوسِف"	"يوسف"	"noun_prop"	"174949"	"َ"
"856"	"قاعِدَة"	"قاعدة"	"noun_prop"	"174555"	"َ"
"863"	"حَزِيران"	"حزيران"	"noun_prop"	"172787"	"َ"
"896"	"تَمُّوز"	"تموز"	"noun_prop"	"167152"	"َ"
"901"	"عَبْداللَّه"	"عبدالله"	"noun_prop"	"166375"	"َ"
"908"	"يابان"	"يابان"	"noun_prop"	"164869"	"َ"
"935"	"يُونِيُو"	"يونيو"	"noun_prop"	"160237"	"َ"
"951"	"مُوسْكُو"	"موسكو"	"noun_prop"	"158488"	"َ"
"955"	"خَلِيل"	"خليل"	"noun_prop"	"158033"	"َ"
"957"	"هِنْد"	"هند"	"noun_prop"	"157798"	"َ"
"958"	"حَياة"	"حياة"	"noun_prop"	"157551"	"َ"
"959"	"سَعُودِيَّة"	"سعودية"	"noun_prop"	"157456"	"َ"
"984"	"قَطَر"	"قطر"	"noun_prop"	"154772"	"َ"
"986"	"كلِينْتُون"	"كلينتون"	"noun_prop"	"154591"	"َ"
"988"	"فَيْصَل"	"فيصل"	"noun_prop"	"154319"	"َ"
"997"	"مارِس"	"مارس"	"noun_prop"	"153243"	"َ"
"999"	"رِياض"	"رياض"	"noun_prop"	"152559"	"َ"
"1031"	"نِيسان"	"نيسان"	"noun_prop"	"148197"	"َ"
"1033"	"كانُون"	"كانون"	"noun_prop"	"147825"	"َ"
"1041"	"مايُو"	"مايو"	"noun_prop"	"146218"	"َ"
"1053"	"آذار"	"آذار"	"noun_prop"	"144751"	"َ"
"1064"	"مِيشِيل"	"ميشيل"	"noun_prop"	"143909"	"َ"
"1071"	"يُولِيُو"	"يوليو"	"noun_prop"	"143419"	"َ"
"1072"	"عَزِيز"	"عزيز"	"noun_prop"	"143316"	"َ"
"1076"	"رُويْتِر"	"رويتر"	"noun_prop"	"142787"	"َ"
"1077"	"باراك"	"باراك"	"noun_prop"	"142745"	"َ"
"1080"	"نُوفِمْبِر"	"نوفمبر"	"noun_prop"	"142230"	"َ"
"1085"	"يَنايِر"	"يناير"	"noun_prop"	"141296"	"َ"
"1102"	"عَلِيّ"	"علي"	"noun_prop"	"139141"	"َ"
"1103"	"مُوسَى"	"موسى"	"noun_prop"	"138901"	"َ"
"1118"	"شُباط"	"شباط"	"noun_prop"	"137909"	"َ"
"1119"	"أَفْغانِسْتان"	"أفغانستان"	"noun_prop"	"137844"	"َ"
"1125"	"ياسِر"	"ياسر"	"noun_prop"	"137228"	"َ"
"1128"	"إِسْلام"	"إسلام"	"noun_prop"	"136706"	"َ"
"1134"	"دِيسَمْبِر"	"ديسمبر"	"noun_prop"	"135939"	"َ"
"1139"	"خالِد"	"خالد"	"noun_prop"	"135566"	"َ"
"1153"	"عُمَر"	"عمر"	"noun_prop"	"134132"	"َ"
"1164"	"لِيبِيا"	"ليبيا"	"noun_prop"	"133129"	"َ"
"1181"	"أُورُبّا"	"أوربا"	"noun_prop"	"129299"	"َ"
"1209"	"نِتانْياهُو"	"نتانياهو"	"noun_prop"	"126625"	"َ"
"1211"	"سُلَيْمان"	"سليمان"	"noun_prop"	"126241"	"َ"
"1221"	"دارْفُور"	"دارفور"	"noun_prop"	"125016"	"َ"
"1229"	"عَمّان"	"عمان"	"noun_prop"	"123928"	"َ"
"1243"	"لَحُود"	"لحود"	"noun_prop"	"122000"	"َ"
"1244"	"يَمَن"	"يمن"	"noun_prop"	"121834"	"َ"
"1249"	"بِكِين"	"بكين"	"noun_prop"	"121195"	"َ"
"1256"	"صالِح"	"صالح"	"noun_prop"	"119823"	"َ"
"1259"	"سَعِيد"	"سعيد"	"noun_prop"	"119257"	"َ"
"1261"	"فِبْرايِر"	"فبراير"	"noun_prop"	"119012"	"َ"
"1266"	"قاسِم"	"قاسم"	"noun_prop"	"118464"	"َ"
"1271"	"سامِي"	"سامي"	"noun_prop"	"117889"	"َ"
"1284"	"بَحْرَيْن"	"بحرين"	"noun_prop"	"115964"	"َ"
"1286"	"طَرابُلُس"	"طرابلس"	"noun_prop"	"115660"	"َ"
"1327"	"أُرْدُنّ"	"أردن"	"noun_prop"	"111228"	"َ"
"1342"	"رَفِيق"	"رفيق"	"noun_prop"	"109749"	"َ"
"1354"	"فَتْح"	"فتح"	"noun_prop"	"108933"	"َ"
"1358"	"برِي"	"بري"	"noun_prop"	"108812"	"َ"
"1360"	"مَدْرِيد"	"مدريد"	"noun_prop"	"108646"	"َ"
"1380"	"سَعْد"	"سعد"	"noun_prop"	"106599"	"َ"
"1384"	"سَيِّد"	"سيد"	"noun_prop"	"106399"	"َ"
"1414"	"نَصْر"	"نصر"	"noun_prop"	"103778"	"َ"
"1436"	"آب"	"آب"	"noun_prop"	"101203"	"َ"
"1438"	"أَسْيا"	"أسيا"	"noun_prop"	"101101"	"َ"
"1439"	"جُون"	"جون"	"noun_prop"	"101091"	"َ"
"1441"	"ناصِر"	"ناصر"	"noun_prop"	"100636"	"َ"
"1447"	"وَلِيد"	"وليد"	"noun_prop"	"100089"	"َ"
"1472"	"بَيْت"	"بيت"	"noun_prop"	"97502"	"َ"
"1478"	"مُصْطَفَى"	"مصطفى"	"noun_prop"	"96886"	"َ"
"1480"	"فُؤاد"	"فؤاد"	"noun_prop"	"96535"	"َ"
"1498"	"سِنْيُور"	"سنيور"	"noun_prop"	"94808"	"َ"
"1508"	"كُونْجرِس"	"كونجرس"	"noun_prop"	"93912"	"َ"
"1524"	"كُوسُوفُو"	"كوسوفو"	"noun_prop"	"92109"	"َ"
"1547"	"دُبَيّ"	"دبي"	"noun_prop"	"90330"	"َ"
"1571"	"جَمال"	"جمال"	"noun_prop"	"88029"	"َ"
"1572"	"نَهار"	"نهار"	"noun_prop"	"88026"	"َ"
"1589"	"رايْس"	"رايس"	"noun_prop"	"86673"	"َ"
"1591"	"بلِير"	"بلير"	"noun_prop"	"86666"	"َ"
"1593"	"دِي"	"دي"	"noun_prop"	"86615"	"َ"
"1597"	"شِيراك"	"شيراك"	"noun_prop"	"86413"	"َ"
"1598"	"آل"	"آل"	"noun_prop"	"86309"	"َ"
"1603"	"هُونْج"	"هونج"	"noun_prop"	"86003"	"َ"
